hakeem_article_number,production_title,number_parsed_from_title,production_article_id,seed_number_parsed_from_title,present_in_seed,bm25_code,normalized_text_sha256_16,text_excerpt,issue,severity,recommended_action
631,المادة الثانية والثلاثون بعد الستمائة,632,cmpwihygh02z9nxffxzy602ev,632,نعم,a1891,97f897fd01efe088,إذا استحق المقسوم كله أو بعضه لسبب سابق على القسمة فللمتقاسم الذي استحق نصيبه أو بعضه أن يرجع بضمان ذلك الاستحقاق على بق,الصف يحمل عنوان ونص المادة الرسمية 632 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 631
632,المادة الثالثة والثلاثون بعد الستمائة,633,cmpwihysn02zbnxff3ahc1mpr,633,نعم,a1892,8ee9138a7bd94466,يُعد المتقاسم مالكًا للحصة التي آلت إليه منذ أن تملك في الشيوع.,الصف يحمل عنوان ونص المادة الرسمية 633 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 632
633,المادة الرابعة والثلاثون بعد الستمائة,634,cmpwihz4u02zdnxff3lv5r0px,634,نعم,a1893,ab42f0149df33724,المهايأة قسمة منفعة المال الشائع بين الشركاء زمانيًّا أو مكانيًّا بمقدار حصصهم.,الصف يحمل عنوان ونص المادة الرسمية 634 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 633
634,المادة الخامسة والثلاثون بعد الستمائة,635,cmpwihzh102zfnxff8f3xs5of,635,نعم,a1894,977ea734ba1cad84,يجب في المهايأة الزمنية تعيين وقت ابتدائها ومدة انتفاع كل شريك، فإن اختلف الشركاء في ذلك فتعين المحكمة المدة التي تراها ,الصف يحمل عنوان ونص المادة الرسمية 635 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 634
635,المادة السادسة والثلاثون بعد الستمائة,636,cmpwihzt902zhnxffif25qlbb,636,نعم,a1895,a045fbc0f24cc33f,تسري على المهايأة أحكام عقد الإيجار فيما لا يتعارض مع طبيعتها.,الصف يحمل عنوان ونص المادة الرسمية 636 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 635
636,المادة السابعة والثلاثون بعد الستمائة,637,cmpwii05i02zjnxff7jzzfhy4,637,نعم,a1896,8c91a4a2eec5e878,للشركاء أثناء إجراءات قسمة المال أن يتفقوا على المهايأة حتى تتم القسمة، فإذا تعذر اتفاقهم فللمحكمة بناءً على طلب أحدهم إ,الصف يحمل عنوان ونص المادة الرسمية 637 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 636
637,المادة الثامنة والثلاثون بعد الستمائة,638,cmpwii0ho02zlnxffpzbygr8k,638,نعم,a1897,7f68bd14f11dd8af,إذا طلب أحد الشركاء قسمة المال وطلب الآخرون المهايأة، أو طلب أحد الشركاء القسمة أثناء سريان المهايأة؛ قُبل طلب القسمة. إ,الصف يحمل عنوان ونص المادة الرسمية 638 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 637
638,المادة التاسعة والثلاثون بعد الستمائة,639,cmpwii0tu02znnxff91tnr1em,639,نعم,a1898,63600ec45d408549,لا تنقضي المهايأة بموت أحد الشركاء، ويحلُّ ورثته محله. رابعًا: ملكية الوحدات العقارية,الصف يحمل عنوان ونص المادة الرسمية 639 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 638
639,المادة الأربعون بعد الستمائة,640,cmpwii16002zpnxffw34k9a9i,640,نعم,a1899,7591b468ddb1563b,تسري على ملكية الوحدات العقارية النصوص النظامية الخاصة بها. الفرع الثاني: أسباب كسب الملكية أولًا: إحراز المباحات,الصف يحمل عنوان ونص المادة الرسمية 640 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 639
640,المادة الحادية والأربعون بعد الستمائة,641,cmpwii1i602zrnxffoifw7t36,641,نعم,a1900,d5d2d877ad880271,من أحرز منقولًا مباحًا بنيّة تملُّكه، مَلَكَه. يكون المنقول مباحًا إذا لم يمنع من تملكه نص نظامي ولم يكن له مالك أو تخلى,الصف يحمل عنوان ونص المادة الرسمية 641 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 640
641,المادة الثانية والأربعون بعد الستمائة,642,cmpwii1ud02ztnxffimk4o6yj,642,نعم,a1901,8a850bb27c7c3555,تسري على المعادن والمواد الهيدروكربونية والنفايات والمياه واللقطة والآثار والصيد النصوص النظامية الخاصة بها.,الصف يحمل عنوان ونص المادة الرسمية 642 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 641
642,المادة الثالثة والأربعون بعد الستمائة,643,cmpwii26i02zvnxffohuj6768,643,نعم,a1902,4bfcb5934003ba41,تسري على عقارات الدولة النصوص النظامية الخاصة بها. ثانيًا: كسب الملكية بالضمان والإرث والوصية,الصف يحمل عنوان ونص المادة الرسمية 643 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 642
643,المادة الرابعة والأربعون بعد الستمائة,644,cmpwii2io02zxnxffq01id1h3,644,نعم,a1903,e2d16f12f8dbf4f3,كل مال وجب التعويض عنه يملكه من لزمه التعويض إذا أدى مثله أو قيمته للمالك الأصلي، وتكون الملكية مستندةً إلى وقت سبب التع,الصف يحمل عنوان ونص المادة الرسمية 644 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 643
644,المادة الخامسة والأربعون بعد الستمائة,645,cmpwii2uu02zznxffboqporsc,645,نعم,a1904,332f71fbf13646e8,يملك الوارث بالإرث نصيبه من الأموال المملوكة للمورث، وفقًا للنصوص النظامية الخاصة به.,الصف يحمل عنوان ونص المادة الرسمية 645 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 644
645,المادة السادسة والأربعون بعد الستمائة,646,cmpwii3700301nxffe9ytxq8d,646,نعم,a1905,f0b1bdceffe20a8b,يملك الموصى له المال الموصى به، وفقًا للنصوص النظامية الخاصة بالوصية.,الصف يحمل عنوان ونص المادة الرسمية 646 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 645
646,المادة السابعة والأربعون بعد الستمائة,647,cmpwii3j60303nxff79q4rn2v,647,نعم,a1906,864bfea008789a16,كل تصرف نظامي يصدر من شخص في مرض الموت ويكون تبرعًا أو معاوضة فيها محاباة؛ يأخذ التبرع أو قدر المحاباة فيه حكم الوصية.,الصف يحمل عنوان ونص المادة الرسمية 647 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 646
647,المادة الثامنة والأربعون بعد الستمائة,648,cmpwii3ve0305nxffvs5d4w6k,648,نعم,a1907,ebac328b4932c4e7,إذا تصرف شخص لأحد ورثته واحتفظ بحيازة الشيء الذي تصرف فيه، وبحق الانتفاع به مدى حياته، عُدَّ التصرف مضافًا إلى ما بعد ال,الصف يحمل عنوان ونص المادة الرسمية 648 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 647
648,المادة التاسعة والأربعون بعد الستمائة,649,cmpwii47k0307nxffocwjgsjf,649,نعم,a1908,e1c7088da82ce8a8,يعد كل ما علا الأرض أو كان تحتها من بناء أو غراس من عمل مالك الأرض أقامه على نفقته، ويكون ملكًا له؛ وذلك كلّه ما لم يقم ,الصف يحمل عنوان ونص المادة الرسمية 649 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 648
649,المادة الخمسون بعد الستمائة,650,cmpwii4jx0309nxff5s109bsj,650,نعم,a1909,46cc5e063a9e6db9,إذا أحدث مالك الأرض بناءً أو غراسًا على أرضه بمواد مملوكة لغيره دون إذن فللغير استردادها على نفقة مالك الأرض إذا لم تكن ,الصف يحمل عنوان ونص المادة الرسمية 650 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 649
650,المادة الحادية والخمسون بعد الستمائة,651,cmpwii4w5030bnxfftv5epxen,651,نعم,a1910,54e08853971453ba,إذا أحدث شخص بناءً أو غراسًا بمواد من عنده على أرض يعلم أنها مملوكة لغيره دون إذن مالكها؛ فللمالك أن يطلب إزالة المحدثات,الصف يحمل عنوان ونص المادة الرسمية 651 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 650
651,المادة الثانية والخمسون بعد الستمائة,652,cmpwii58b030dnxfftac93trq,652,نعم,a1911,6aeaa369e3159da3,إذا أحدث شخص بحسن نية بناءً أو غراسًا بمواد من عنده على أرض مملوكة لغيره، فللمحدث أن يزيله إذا لم تكن الإزالة تضر بالأرض,الصف يحمل عنوان ونص المادة الرسمية 652 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 651
652,المادة الثالثة والخمسون بعد الستمائة,653,cmpwii5kg030fnxfff7eldd55,653,نعم,a1912,054c7543e3690e7a,إذا كان مالك الأرض وهو يقيم عليها بناءً قد جار بحسن نية على جزء من الأرض الملاصقة، جاز للمحكمة -إذا رأت محلًّا لذلك- أن ,الصف يحمل عنوان ونص المادة الرسمية 653 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 652
